sk	M	a	lng	mx
2422	100	1.17186034485474	139	-2.59528160282457
2423	1000	1.03087961016786	35	-7.64829828940128
2426	1	1.06855178636274	53	-6.80502160302697
2427	1	1.03121858373988	31	-7.68126290768488
2429	1000	1.03172311680721	30	-7.70559263974734
2431	1000	1.06850350159218	47	-7.00016941442677
2432	100	1.05701211994981	39	-7.29103978008248
2436	100	1.11569645171838	82	-6.12085240109791
2439	100	1.09491612744565	58	-6.80360958268762
2442	100	1.07637235179783	39	-7.29930276192727
2443	100	1.09737255049507	59	-6.93266506923575
2445	1	1.16462006913256	114	-4.39242536808893
2449	1	1.08281243112107	46	-7.35290740120305
2451	1	1.10575967963513	75	-6.83902738130508
2453	1000	1.13495915991039	100	-5.28385745760423
2454	1	1.102212815879	77	-6.73027609800772
2456	100	1.04793254604156	23	-7.81039652234019
2457	10	1.0241924915153	9	-7.9784840924518
2458	1	1.15665272061432	128	-3.24418616684809
2461	100	1.09922464831581	88	-5.83729878065258
2464	100	1.16373594243763	144	-1.9226582875084
2465	1000	1.00563363404068	2	-8.02440322540024
2467	100	1.14430726211209	134	-2.721730376071
2469	100	1.05442204340209	65	-6.96061084068412
2471	1000	1.12908169560575	125	-3.34894631167062
2474	1000	1.00866151309068	13	-8.00461049898781
2475	1	1.17846366138234	155	-0.506393226204285
2477	10	1.08275970981594	87	-5.5809916655517
2480	1000	1.13131154278268	122	-3.55020180047274
2481	100	1.08027913082827	81	-5.85069505470589
2482	1	1.08587956735516	86	-5.62230109111016
2489	100	1.09470936329394	83	-5.73863000601183
2491	100	1.1636296130101	128	-2.85935603543969
2492	100	1.09967069723081	84	-5.74458176262844
2493	1000	1.0374961322622	38	-7.51419869942632
2494	10	1.13702436603081	108	-4.49163790829507
2497	100	1.18385847731512	131	-2.3682719664988
2503	10	1.08626267608454	57	-6.8025519758884
2504	1000	1.12227911507425	85	-5.87484583410817
2507	1000	1.04562557123229	26	-7.6839995518007
2508	1	1.15609623224453	105	-4.66344458488602
2512	10	1.11179446609685	74	-6.5133542112488
2518	10	1.03607558788739	16	-7.88949010632719
2519	1	1.06462371307228	37	-7.57068622466349
2520	10	1.22166921169981	151	-0.506301071949064
2523	10	1.05929435227466	39	-7.61963241619844
2524	100	1.09843158866166	75	-6.49498175954302
2526	1000	1.04502158025922	31	-7.77545165775
2527	100	1.06769982225184	56	-7.30659675917222
2528	1	1.07501646176924	63	-7.01538954549976
2534	100	1.15074863261937	116	-3.22162794801287
2535	1000	1.02003503479033	18	-7.95751303835178
2538	1000	1.02651971642455	31	-7.85458758311679
2540	100	1.09086637631267	78	-5.84914670253075
2542	10	1.04231896443493	46	-7.44764584066613
2543	1000	1.08793658203002	75	-6.00134026079929
2547	10	1.1633507730424	124	-2.79636559151385
2548	1000	1.03658724768165	39	-7.58554633084704
2550	1000	1.10336921065862	78	-5.61054460334484
2551	1	1.02970475100523	32	-7.74268587549138
2552	1	1.116204288626	84	-5.21708025178872
2554	1	1.01127522915287	14	-7.98095077160246
2555	100	1.15041231094474	105	-4.03105702231225
2560	1000	1.18807054043312	129	-2.72306579797131
2561	10	1.02346998241213	20	-7.89393258357837
2563	10	1.11025987806683	69	-6.02285676543564
2565	1000	1.24605046978909	165	-0.129914432221537
2570	1	1.04394003365487	27	-7.72645776893723
2571	100	1.01263200850078	7	-8.00370400399475
2572	10	1.1075579481096	61	-6.39222472709647
2574	10	1.00980134014741	5	-8.01481270415381
2575	10	1.05892594814112	34	-7.5413076791057
2576	10	1.11717415783691	67	-6.18199109470343
2582	1000	1.14408145125955	95	-5.42881067584413
2583	10	1.20237248171358	137	-2.79567305617871
2584	1	1.0568775325897	32	-7.58046069236213
2585	1	1.08567340953234	47	-7.05118477331495
2588	1	1.06569103262377	35	-7.44956320654493
2591	100	1.0702855900802	38	-7.37275881951281
2594	10	1.12151683610904	86	-6.21566650809038
2595	1	1.07156144199697	39	-7.372140858513
2598	100	1.04900440992858	25	-7.72733051455008
2602	1000	1.03239764232214	15	-7.90349021090266
2606	10	1.05787560047702	33	-7.64516901238548
2608	100	1.05744715917051	35	-7.64418645645555
2613	1	1.12315638871092	106	-4.74091754880092
2615	1	1.09428962110029	86	-5.99557249579787
2618	1	1.11721817917527	109	-4.49171616617762
2619	1	1.04605335506951	54	-7.61457948454895
2621	10	1.03476091546734	45	-7.78232987424222
2623	100	1.0866499086318	89	-5.57460097919039
2624	1	1.18628256296079	155	-0.0774899678877712
2628	100	1.08291842949618	88	-5.5628996608484
2635	1000	1.06589793976321	71	-6.29465474349869
2638	1000	1.04340774238554	53	-7.12246313610842
2639	10	1.10012887834312	94	-5.10325508687927
2643	100	1.01748388356971	31	-7.82839959389531
2644	1000	1.03329749339314	41	-7.49024078274578
2645	100	1.00554640281069	14	-8.00680511892161
2647	1	1.08769647976368	75	-6.05100370650492
2649	1000	1.07054676766896	57	-6.67534592174539
2652	1	1.08536171512131	64	-6.45295457410289
2655	10	1.08997170859978	64	-6.51181297294065
2656	10	1.04389920931366	32	-7.55113640069441
2657	10	1.00769484380345	10	-8.004626213585
2658	1000	1.15700633995517	99	-4.40597354903691
2659	10	1.07638011453502	47	-7.03784495182101
2662	100	1.10178566037747	65	-6.65057069221898
2663	100	1.05290247645469	28	-7.59332978880645
2665	1000	1.03922935016102	20	-7.79604655919941
2666	100	1.00486955255611	2	-8.0242523393081
2668	100	1.06144449140681	29	-7.59141656691777
2672	10	1.0168672593595	6	-7.99942260548939
2677	1000	1.04484091241814	20	-7.8413627745411
2678	1	1.03957072130622	17	-7.88381135666894
2679	10	1.10123504275465	67	-6.46094606602533
2680	100	1.1292136257856	83	-5.20330232163779
2682	10	1.10182532696369	69	-6.11379051118361
2683	1000	1.15509748531181	107	-3.77346220104865
2684	1000	1.1458219721029	102	-4.08071708678212
2685	1000	1.00648899146884	2	-8.02391202869143
2687	100	1.22623643136996	150	-0.151842869933068
2689	1000	1.12217154713324	89	-4.80184669081512
2690	100	1.06542186518358	55	-6.83529536354477
2691	100	1.05295924128034	49	-7.17564169631527
2694	1	1.08829663912745	66	-5.99237145822652
2695	100	1.12365415926081	92	-4.77664764050857
2696	10	1.02220641734744	31	-7.82493921478464
2698	100	1.09466975721006	67	-5.87186782246183
2699	100	1.02789677038156	33	-7.71227857696057
2700	100	1.04091984410796	38	-7.41244756659301
2701	100	1.09185838828969	62	-6.09505381675157
2704	1	1.08360107265534	53	-6.48977890029425
2705	1	1.07807828973674	49	-6.68252653680966
2710	10	1.22511435525337	132	-1.63425750212243
2713	10	1.05515908052708	29	-7.48876563700542
2714	1000	1.0305132878588	19	-7.83955858388431
2715	100	1.05555475996511	27	-7.54454747342606
2718	10	1.01531778277804	8	-7.99226780892149
2719	1	1.15134713286776	82	-5.99178505384499
2720	1	1.01153298655037	6	-8.00893070009093
2721	1000	1.12194575385977	60	-6.77318811194178
2722	100	1.03466329140555	13	-7.90259957749216
2724	10	1.06412317675374	21	-7.68972075603407
2728	1	1.01754993401383	4	-8.00953968872957
2729	10	1.11129823475218	63	-7.13500077014628
2731	10	1.10290507346161	63	-7.19382713679679
2734	100	1.08213562199095	56	-7.4582764025702
2737	1	1.14845571024892	103	-3.97580769542648
2739	1	1.09653852604129	76	-6.01095200342411
2741	1000	1.09286028399804	77	-5.84755399728428
2742	10	1.10365221528523	84	-5.2559664590255
2745	1	1.03995789653331	51	-7.51330544259181
2749	100	1.19662755155463	135	-0.467680911033675
2750	1000	1.06833377248841	66	-6.2633740131888
2754	10	1.1526601546035	111	-2.95271319938712
2755	1	1.08535443488185	71	-5.71430203913561
2757	1	1.01051504997878	26	-7.94721333965676
2758	10	1.11164145724244	84	-4.92280153098143
2760	1000	1.06588596088417	55	-6.566333766858
2761	1	1.0205122315367	32	-7.77649328097531
2762	100	1.04933540939447	45	-7.11660350936385
2763	10	1.05210695455711	45	-7.06891157313577
2764	1	1.04687226459751	41	-7.23257048875495
2768	1000	1.04621102693592	36	-7.38219204810682
2769	1	1.14478557039672	87	-4.84695073098723
2770	10	1.18376808318704	102	-3.57902149272783
2771	100	1.2441921876041	128	-0.62195192765058
2772	10	1.06861188309105	40	-7.0674799982059
2774	100	1.17597499205986	93	-4.38694398129274
2779	1	1.08678270902728	39	-7.08418206085316
2781	100	1.06023814581441	26	-7.56743777399067
2782	10	1.03769782812616	17	-7.83783122933085
2784	1	1.01447093697496	7	-8.00075656235015
2785	1	1.01058323375478	4	-8.01666428546419
2786	1	1.0524406951585	18	-7.76406862617558
2788	1	1.09400355851543	35	-7.33358857460974
2789	10	1.04371090294004	14	-7.87480692175098
2793	10	1.06018585296396	19	-7.77916925796054
2795	10	1.04031166926108	12	-7.92128443379678
2796	1	1.10609846166427	57	-7.06127459179648
2798	1	1.06195146994918	27	-7.73287648533887
2799	100	1.08242609323659	49	-7.38201668628379
2801	10	1.0379183301275	16	-7.9115579902091
2803	1000	1.03371966495311	17	-7.92228745786477
2804	10	1.09455710813032	61	-6.50025948153504
2805	10	1.18643804225147	105	-2.66797181822753
2806	100	1.10613725897132	68	-5.89454579679094
2813	100	1.1134582210105	71	-5.36637596378814
2814	10	1.24359026478813	137	-0.116175574425714
2816	1000	1.06586285031842	49	-6.89737463123597
2817	10	1.06733401065059	48	-6.88820672162453
2823	100	1.08216220776051	49	-6.62105409428794
2824	10	1.01433688829269	17	-7.96300552945208
2827	100	1.01693440611732	17	-7.94703099570177
2828	100	1.07557715391303	40	-6.98574893158442
2829	1	1.00394231375918	4	-8.02288330562191
2830	100	1.018164427466	16	-7.93826277011697
2835	1	1.13719125384467	60	-6.06093561145851
2840	10	1.10537936065818	39	-6.99892046442107
2841	10	1.03720596523495	15	-7.86906093700937
2843	1	1.01394547886121	5	-8.00766225664094
2844	1	1.02783123240176	9	-7.95826832488804
2845	1000	1.00751764713766	2	-8.02282173823231
2846	10	1.06083283592169	18	-7.74594109522698
2850	1000	1.08568995062607	27	-7.57287901272151
2851	1	1.30684408649538	165	-0.0769278005400087
2854	1	1.03663005353346	9	-7.95276959153364
2855	10	1.12579870922348	55	-6.69875508823742
2856	10	1.14863800229609	71	-5.8559969362901
2858	10	1.04188168740998	14	-7.91496236812492
2860	10	1.01231007021513	3	-8.02017788812618
2863	1	1.02168849034668	9	-7.986712483427
2865	1000	1.18030178753317	123	-3.80171830575728
2866	100	1.04389958381757	30	-7.72066604096437
2867	1	1.01944480364406	12	-7.9819236576024
2868	100	1.03366986546468	25	-7.81685811821115
2872	100	1.14706333802477	104	-5.04239189557301
2873	1000	1.053745851725	34	-7.46079128878467
2877	1000	1.08670692745021	49	-6.91070283871248
2879	100	1.01913385802788	13	-7.95423450890827
2882	10	1.09613764107557	54	-6.92894464760872
2885	1	1.00694307518853	3	-8.02105350112118
2889	1	1.02809726250691	11	-7.9471003741245
2892	1000	1.03513509573285	13	-7.91963018829379
2893	10	1.02931676458137	10	-7.95555267033177
2894	100	1.17066014096597	129	-3.42833901715472
2895	1000	1.01967200448744	6	-7.99843933516841
2897	1000	1.20862801302875	159	-0.395293774232643
2900	10	1.10303562883731	91	-5.96089379054752
2903	100	1.01819206280633	8	-7.99735556429137
2906	1	1.0172749984265	11	-7.99046809196797
2908	1000	1.10671473977668	110	-4.6191157497998
2911	1	1.00946915221472	9	-8.00971241240681
2914	1	1.10420150236384	110	-4.50126022600383
2917	1	1.04227717203259	59	-7.14150668058933
2918	10	1.08577722461093	94	-5.42565364819289
2919	1	1.03461573600928	52	-7.38335599708219
2920	100	1.11092620061332	111	-4.30113662774795
2922	1000	1.02138582905108	39	-7.74395787718903
2924	10	1.00789581803101	21	-7.97930309864006
2925	10	1.04329813903668	54	-7.19061174500033
2927	1	1.02440342457874	37	-7.70002239755274
2929	1	1.10455451919766	96	-5.19611781234505
2932	1	1.10963843926367	95	-5.20227284728197
2934	1000	1.1119495168954	94	-5.24020504976117
2935	1	1.0953057252077	81	-5.95733012586528
2936	100	1.04782671846523	44	-7.358925206842
2938	100	1.17991224606073	131	-2.12745983889564
2939	10	1.00226211182306	2	-8.0254295073196
2940	10	1.20059512320422	145	-1.04700685378735
2942	1	1.08218844476137	64	-6.72267126108525
2946	10	1.15232436603015	105	-4.21952559169415
2947	10	1.16675417877746	113	-3.55014515130448
2952	100	1.03025816575009	18	-7.88541229300451
2954	1	1.05536470562853	36	-7.57688964225549
2955	100	1.11697037192802	81	-5.90616857801666
2956	100	1.0509548227237	33	-7.65483798080521
2957	1	1.00573150247823	2	-8.02367293408583
2958	10	1.01823209892126	10	-7.98311359517571
2959	100	1.09699397625851	69	-6.53895775066584
2960	10	1.20310628346382	147	-1.55276147017135
2961	1	1.01964739677069	11	-7.97861110332958
2962	10	1.12534445361218	86	-5.35827776207108
2964	1000	1.0146172840507	8	-7.99985865732558
2965	100	1.03192643025254	22	-7.87867332171633
2966	1000	1.02430710396124	16	-7.94268847013208
2967	10	1.16811273441929	122	-3.16426300962768
2971	100	1.13164850765614	93	-4.79534155445438
2972	100	1.01705447870149	12	-7.98042695167614
2974	1	1.1114464213976	80	-5.6085505818511
2978	100	1.02221710096136	19	-7.92987384067635
2980	1000	1.15822243948735	121	-3.67160681235192
2984	100	1.23173438552271	183	-0.125607483759906
2985	100	1.06595939213631	49	-7.11614058495154
2986	10	1.01000662837563	8	-8.00635243649636
2987	10	1.07116579424056	51	-6.99581934621195
2993	100	1.06833712238213	45	-7.16454545382423
2994	10	1.02225742916666	17	-7.92843727709197
2995	1000	1.01425434743289	11	-7.98620454092847
2997	10	1.0136055366722	10	-7.99186408314813
2999	10	1.10086307724024	61	-6.45334745586884
3000	1000	1.06655842938525	40	-7.28956832212512
3001	1000	1.11351527043183	72	-6.14438456948395
3002	1	1.10092883221588	61	-6.51815713437174
3003	1	1.05914791644982	35	-7.45894251393425
3004	100	1.1708607777965	132	-4.26096457926304
3006	1000	1.04239663426741	25	-7.74004650365288
3008	100	1.04845530078505	27	-7.68133913647345
3009	100	1.01432257843793	8	-7.99889984400219
3012	100	1.05379126628502	28	-7.63704397900068
3013	1000	1.18257699209141	147	-3.24427479816917
3016	1	1.16702676119486	137	-4.03101125419128
3017	100	1.10387972293004	72	-6.78154193172284
3018	1000	1.06955884623978	36	-7.46855994072294
3024	100	1.17540431103321	155	-2.25232557520541
3025	1000	1.08678480988358	70	-7.16725900301469
3027	10	1.07358654901588	55	-7.40538700451594
3032	10	1.04205947797014	26	-7.81937997616179
3034	1	1.06480724482757	75	-7.34178972002489
3035	1000	1.03648974774897	26	-7.85378178018264
3041	1	1.10244486374837	126	-4.26118536442552
3042	1	1.124414879513	142	-2.70181825724301
3044	1	1.03091424042965	55	-7.74791274565957
3045	1	1.1139649159344	137	-3.09332721306154
3046	100	1.12307354088706	142	-2.38895934108485
3050	100	1.03406298185909	68	-7.37741150627813
3051	10	1.10709300462842	132	-3.31403235956677
3054	1000	1.11024793710384	131	-3.13711690511341
3061	10	1.0924034182808	114	-4.42541999841112
3062	100	1.06779203572018	91	-5.75826827345425
3063	1000	1.11764980434237	127	-3.11537448292612
3065	1	1.03153279959693	59	-7.32509557093592
3068	10	1.02527669688097	50	-7.56034078585861
3070	100	1.03103087837558	53	-7.39830274848899
3071	1000	1.08478628399744	96	-5.35718972482566
3072	1	1.03000769044066	50	-7.45918806777917
3073	1000	1.16144314372781	139	-1.35297388884904
3076	1000	1.13353203537973	119	-3.35560349322103
3077	10	1.17959733775397	144	-0.567336630484472
3081	100	1.02508433036347	36	-7.71914141658452
3082	1000	1.1395827289198	114	-3.61307906641823
3083	100	1.11699697112788	102	-4.75428372459024
3085	100	1.07323714428531	67	-6.52710204762981
3087	1000	1.06695696637904	59	-6.81175078040414
3089	1	1.08058256836432	69	-6.48317303780615
3090	100	1.12195734778901	95	-5.08684707618105
3095	1	1.05788730121538	44	-7.30211907172324
3097	100	1.00179966245228	1	-8.02614001067583
3098	10	1.01773891087622	15	-7.95238235096079
3099	1000	1.05958023066186	42	-7.35591634469244
3101	10	1.03417694898717	24	-7.80290137280229
3105	1	1.0954381482968	69	-6.66885157222487
3108	100	1.00636186053297	3	-8.02186506464633
3109	1	1.14522073529993	91	-4.6573776215651
3114	1000	1.03124288685386	17	-7.89715261414787
3117	1	1.10135761502104	70	-6.30992324955401
3119	10	1.00997135011479	4	-8.01636952072146
3120	100	1.11356611589779	75	-5.65331915045049
3123	100	1.0940702704395	67	-6.26676843076906
3127	10	1.04536903978329	42	-7.65040682044086
3128	100	1.07158092470293	57	-6.8564376569634
3136	100	1.11174196302739	72	-5.30509713095124
3137	1000	1.2412232853344	175	-0.0569183746115711
3139	1	1.1813894641414	126	-2.86018007034786
3140	10	1.04547517293439	41	-7.38489727902863
3144	1	1.02266609438177	27	-7.84590533426123
3148	1	1.0746644212347	44	-6.80361507289694
3149	1000	1.15945445502115	101	-4.5750053661343
3156	100	1.18226651201759	110	-4.71010854542854
3158	1	1.01147553983781	10	-7.99351299965076
3159	1	1.05436142840194	24	-7.57581887367758
3162	10	1.15580007595064	81	-6.03212573485446
3164	1	1.06960567531763	23	-7.54926045133068
3167	100	1.07369681489451	21	-7.60400014155831
3172	10	1.04798418286486	11	-7.89287805107766
3173	10	1.15961894915057	100	-5.94192922593221
3174	100	1.1190118069081	67	-7.19056976182885
3175	1000	1.02977768627983	6	-7.98375980292165
3177	100	1.13816767970081	102	-5.78263164934416
3179	1000	1.090498260405	71	-7.39637749300257
3180	1000	1.04151341237645	12	-7.92978769637749
3181	10	1.10078788501266	92	-6.3254591170682
3185	1	1.03855450510693	33	-7.87828139314486
3186	100	1.00488461075794	1	-8.02603797821402
3187	100	1.05379216967282	74	-7.11442404687576
3189	1	1.15286774847616	175	-0.847495798016427
3191	1000	1.07591260046526	106	-5.31618052235263
3192	1000	1.03630514712145	68	-7.25731328649915
3197	1000	1.01518975043136	47	-7.83098016052068
3199	1000	1.13466960420606	162	-1.73774690964305
3202	10	1.04640727281124	74	-6.59116179229152
3203	1	1.03709882922202	65	-6.97624048853294
3204	10	1.02988027594504	59	-7.25231802204974
3206	100	1.06198263639507	85	-6.02831978442502
3209	100	1.02190854735693	46	-7.59525157317641
3210	100	1.14123270459959	153	-2.34556967256729
3212	1000	1.06549193622493	80	-6.18240037278864
3215	1	1.0557078989091	65	-6.688242814805
3216	100	1.16598147584474	167	-1.11744481780605
3217	1000	1.0775933407526	85	-6.02228871409792
3218	10	1.13618579903811	136	-3.50480015515253
3220	1000	1.02381559671286	35	-7.71151863970386
3222	10	1.04818888292783	49	-7.18523273406323
3223	1	1.05483930164796	52	-7.0664107371354
3225	1	1.14142912782483	130	-3.88829584505576
3226	100	1.02188784436944	26	-7.82940661437936
3228	1	1.11825253913031	108	-5.33415877360411
3229	100	1.03669483768231	32	-7.63740865581776
3230	10	1.02499546602125	24	-7.83006244586985
3231	1000	1.05442071275935	42	-7.35182742655783
3232	1000	1.04499482233398	34	-7.55701434104606
3233	100	1.00301133197698	3	-8.02403901640884
3235	100	1.12496242438621	106	-5.49200121381895
3236	1000	1.16082177371901	134	-3.32671317554113
3237	1	1.03698037367706	24	-7.76984950660879
3240	1000	1.00722660110488	4	-8.01919494038149
3241	1	1.10399662083213	88	-6.50100524644338
3242	1	1.1412103166636	116	-4.52821369974218
3244	1	1.09311391797959	80	-6.84464239786819
3246	100	1.13384548588702	112	-4.7451819201068
3247	1	1.14854892778512	128	-3.70322220038961
3252	1	1.11649411220373	105	-5.08529457636208
3254	100	1.04077505195422	29	-7.80878715645679
3255	1000	1.0135441518794	6	-8.00732364038347
3260	1	1.08505586404842	91	-5.79027842778635
3262	10	1.12108364788431	131	-3.62411252546596
3264	10	1.10773687359609	118	-4.22021482058056
3266	100	1.04501486028028	65	-7.19823138904936
3268	1	1.10391166747711	116	-4.3130333949
3270	10	1.08416363350197	95	-5.27442267284245
3274	1000	1.02830208953476	51	-7.57259324057845
3275	100	1.18142054496441	172	-0.0579035836922982
3276	10	1.04498086571927	62	-6.95889109621511
3278	10	1.10465717724946	116	-4.47351860027002
3279	100	1.07773958473849	84	-5.70639144403589
3283	10	1.12319912795202	130	-3.94122159678991
3286	1	1.07362700548937	72	-6.15713149687379
3287	1000	1.0582897172133	60	-6.72110240241472
3288	1	1.12291470873717	124	-4.35088468510545
3289	10	1.01090686347847	24	-7.9447694997958
3292	1000	1.06096763277409	55	-6.82314281685107
3297	100	1.07646905708713	59	-6.6090706132024
3298	1	1.04300603997687	37	-7.46189504429784
3299	1000	1.06767933950229	50	-6.93358334686933
3300	1	1.12772135748061	113	-5.21567448054831
3301	10	1.02444017853535	24	-7.82821266865951
3302	1	1.08585340261763	60	-6.61407597398975
3303	1000	1.00170680749737	2	-8.02546637741378
3309	1	1.04694850823185	27	-7.64999848537341
3310	1000	1.07243500071003	40	-7.26832131114068
3314	100	1.14359247529729	113	-5.30220620212393
3315	10	1.0760412922304	40	-7.35767773034347
3316	1	1.00619151175677	2	-8.02319317694725
3317	100	1.07331303946737	38	-7.43268751961431
3319	100	1.1697632525941	126	-2.91488586543751
3320	1000	1.06740822024128	34	-7.56728162264913
3323	1000	1.01746466588433	6	-8.00110709844635
3324	10	1.07787912403803	65	-7.38678152832784
3325	1	1.03433874038385	14	-7.91437075435064
3326	1	1.06980878387471	61	-7.49470877841016
3332	100	1.06081681632353	78	-7.29403168122356
3337	100	1.02733857924353	35	-7.89376861959296
3339	1000	1.03498977567351	67	-7.5713043311818
3346	10	1.02828918605861	66	-7.40196435482233
3348	100	1.01359475116096	48	-7.88764718728018
3349	1	1.06496698945989	84	-5.54307622320235
3352	1000	1.09863293355115	97	-3.79960195399674
3353	100	1.15898490544598	134	-0.502955283717315
3359	1000	1.0429563585621	64	-6.71016750833539
3364	10	1.06139449458714	66	-6.14459516175684
3365	100	1.01937132970024	44	-7.65361776339064
3369	1000	1.03186766191017	47	-7.3387442051805
3370	1	1.02689908904189	43	-7.50086752762095
3373	1	1.00241161382518	12	-8.0177263866277
3376	1	1.06492510165444	52	-6.62799861648367
3380	1	1.06521769079111	47	-6.82911177095282
3383	10	1.03662300527232	32	-7.58429474059622
3384	1000	1.13085789778292	65	-5.30241479437181
3387	100	1.12305222241199	57	-5.811874997754
3390	10	1.30277930239708	164	-0.0309110051722275
3391	100	1.01480863126806	12	-7.97452058232927
3392	100	1.10213101434694	43	-6.67343052894876
3394	1	1.0037189649262	2	-8.02404545052232
3395	100	1.05183367790077	24	-7.65669649811481
3397	1	1.03599634465855	16	-7.85262941125361
3401	100	1.0321748436938	12	-7.92310384987089
3402	10	1.1160025354911	37	-6.9419456303382
3403	1	1.10549398746528	33	-7.13813436057459
3404	1	1.09146810794657	28	-7.36494981552395
3405	1	1.04584809820146	14	-7.85829363437375
3410	10	1.10354409215533	31	-7.30472326960544
3412	1	1.0808450536264	23	-7.5925551307358
3415	1000	1.06661168083667	18	-7.75348102628599
3419	10	1.02431952900499	6	-7.99388446354259
3420	10	1.11953190403483	70	-7.03015947580769
3422	100	1.17099664414434	123	-3.919692927877
3426	100	1.06443541962204	27	-7.71842360445668
3427	1000	1.03559444503825	11	-7.9434491871904
3428	10	1.13667435716184	118	-4.00966890824659
3429	1000	1.10320897638595	102	-6.02129618861053
3433	100	1.08649592678641	101	-5.83848286695047
3437	100	1.09924687432838	111	-4.01198525827017
3439	1	1.03489568254523	73	-7.61784380474762
3444	10	1.11664618719276	125	-1.9202530171505
3446	1	1.01333432396618	47	-7.93832295895453
3449	10	1.06127751685294	91	-5.34899937964718
3451	1000	1.07833280385025	98	-4.33504273563247
3452	1000	1.06915302406815	92	-4.87542064359156
3454	1000	1.00470477669768	31	-7.99821292685324
3455	1	1.02421414802976	66	-7.29767171530294
3458	1	1.1164961837861	112	-2.46666400723808
3460	100	1.0560556215087	78	-5.81427221177251
3465	1	1.0101873620377	44	-7.84443176616198
3468	1000	1.05461201398606	67	-6.23738307748216
3469	100	1.1486405444573	112	-1.96733689999461
3470	1	1.00045012770674	3	-8.02600375426805
3471	1	1.05910042354114	65	-6.17767550215114
3472	1	1.14271306872714	105	-2.60908488026607
3475	100	1.02513895208837	45	-7.52958033623885
3476	1	1.01688426120945	38	-7.75514931212783
3479	1	1.07596815825216	61	-6.01150636966449
3480	100	1.05358988760053	51	-6.80664423044534
3484	1	1.12390228996635	74	-4.74982460100178
3488	1000	1.00892577779483	17	-7.97792371451764
3490	1000	1.0734285572129	45	-6.73314383751558
3491	100	1.27620546429926	128	-0.047154510848842
3492	100	1.12189163447151	60	-5.59441381779619
3494	100	1.10297134007897	50	-6.24879296660418
3495	10	1.12494863421841	56	-5.79412298078204
3497	10	1.03931008135456	26	-7.67538603418268
3498	1000	1.0500954262192	28	-7.54136009138018
3501	1000	1.02215287562999	15	-7.92952460014503
3503	100	1.07639215445375	30	-7.29510972031803
3504	100	1.11878934420362	42	-6.62749234164998
3506	10	1.15195251960004	54	-6.12840471385331
3507	1000	1.15231502969576	53	-6.2153291039314
3508	1	1.0394915071203	15	-7.85492555054515
3509	100	1.14693290176325	49	-6.44522409969634
3514	1	1.0446807079574	12	-7.8871572693004
3520	100	1.11164137375834	34	-7.35726070489889
3523	100	1.08081992214639	22	-7.6861064326346
3524	1	1.07877038034874	23	-7.69495299634589
3526	100	1.04503341190682	11	-7.92326933083052
3527	1	1.04615954616498	12	-7.91296010613223
3528	1000	1.0893002336568	48	-7.44405475386989
3529	10	1.14183876167371	71	-5.46076982819402
3531	1000	1.13492840975458	72	-5.33546607293229
3532	100	1.11008223134426	63	-6.11534294965727
3539	10	1.06590159055717	49	-6.89007853531292
3540	100	1.24895944254993	129	-0.0328800697048589
3541	10	1.06206329544471	48	-6.91039348224763
3543	10	1.00324639597922	2	-8.02493485878809
3544	1	1.02172761131861	30	-7.85037516359987
3545	1000	1.02239499309296	30	-7.81652843099317
3546	100	1.09638242898732	57	-5.92458724131882
3548	100	1.01609294468069	24	-7.90642391970037
3550	1	1.05499373418641	38	-7.13510016843932
3551	10	1.08934993805449	48	-6.36484052602929
3552	10	1.06319623554105	38	-7.01230397580248
3556	1	1.09562487187244	44	-6.5588149603626
3558	1	1.03648153703833	23	-7.69152496299376
3559	1000	1.08258147557787	35	-7.00225522460351
3560	1	1.13414187642139	55	-6.10601384098841
3561	100	1.13520723182014	55	-6.17254244172044
3563	1000	1.0599605151529	23	-7.53953428711986
3564	100	1.0115289922169	7	-8.00190322101253
3565	1000	1.0413558490171	16	-7.80120089333073
3571	1000	1.023970389417	6	-7.9876797117315
3573	10	1.10373670682991	26	-7.46424245033611
3576	100	1.03382275572273	6	-7.97779480903725
3583	1000	1.19699907864882	98	-3.52091257564513
3584	1	1.24916090093367	141	-1.1008600650511
3585	1000	1.09678126210058	55	-6.69034889717631
3586	1000	1.02880769535306	10	-7.97229552562715
3587	1	1.01257859105141	3	-8.01891772597891
3588	100	1.01450616147541	5	-8.01328324492107
3591	1000	1.1542657429923	93	-4.02700145469295
3592	10	1.09783660350589	60	-5.9248515021572
3593	100	1.12178238731093	72	-5.10667792961648
3597	1000	1.01203327057151	19	-7.96971292759544
3598	1000	1.25481091474391	158	-0.261366120506172
3600	10	1.22569195294624	142	-2.02663076680799
3602	100	1.12485924855046	65	-5.5737352432469
3606	1000	1.03717675267136	25	-7.66500960159674
3607	1000	1.07619354294249	36	-7.04262427261238
3609	1000	1.1268185879934	54	-6.17401309131419
3611	10	1.0090968870843	8	-8.00575243847137
3612	1000	1.0800485467046	30	-7.25019910049595
3613	100	1.17740045909227	87	-5.47249335977065
3615	1	1.0580044165457	21	-7.65232411747547
3619	100	1.13714148821453	48	-6.79992727794304
3620	10	1.12888630767715	42	-6.98075530865607
3621	1000	1.10664053603416	30	-7.32643489513936
3623	100	1.05889318597487	14	-7.81910177818943
3628	1	1.02522816640549	5	-8.0009678391649
3632	1	1.02417036996027	5	-8.001691455191
