sk	M	a	lng	mx
388	10	1.14638726255868	134	-2.02164602862261
396	10	1.17793548487096	142	-1.35511779683126
399	1	1.13263428047597	105	-3.96112420506444
401	1	1.04306695446496	46	-7.26173246905628
402	1	1.04034052911048	43	-7.37399997334061
403	100	1.00195913510048	5	-7.98962220220396
410	1000	1.15855993343399	107	-4.03738481016251
412	100	1.23498113311206	155	-0.372948521187981
413	100	1.07586211277595	49	-6.90628646736072
415	100	1.03123477749522	24	-7.77046486049819
416	1	1.13860670586196	86	-5.25972722783183
420	10	1.07634756099104	43	-7.13574833483334
422	1000	1.06701605728711	36	-7.35312416816778
423	1	1.17765562268554	110	-4.22204000636721
424	100	1.05041625307587	27	-7.63799220129074
425	1000	1.07682628339359	40	-7.23819802500821
427	1	1.01645720028977	8	-7.95811723996892
428	1000	1.01540948810425	7	-7.96462562337404
431	100	1.0805001215848	41	-7.25770338040902
434	1	1.06370986065346	31	-7.54057084565416
435	100	1.01446946767015	6	-7.97268845980351
436	1000	1.02486211338867	11	-7.92873776540542
439	100	1.03654650393994	17	-7.84804983984031
442	100	1.13130538966789	90	-5.71441287663051
444	1	1.2212405711977	159	-0.578968095532297
447	100	1.15065792997709	108	-4.46450460803265
448	1	1.14443313903785	105	-4.67158775213324
454	100	1.0722401509683	57	-7.15981760766544
455	10	1.02104572123119	12	-7.93456409151166
456	10	1.14758415866029	115	-3.8968502980545
457	100	1.0702747178242	59	-7.11965507666569
459	10	1.06892794899701	60	-7.10067601886942
460	1000	1.04501937673758	37	-7.64417652435121
461	1000	1.06980733481422	62	-7.01766560764982
463	1000	1.0609462847154	56	-7.22295418399976
466	1	1.0780377586822	70	-6.62118465812771
468	1000	1.0733150216706	67	-6.73030204100419
469	10	1.01989010710108	17	-7.91821351971204
471	1000	1.0099158526649	8	-7.97273208724955
472	1000	1.13593811029006	112	-4.0862758162474
473	1000	1.01190632957229	11	-7.96072855978909
474	1000	1.10568703347499	88	-5.44073810618565
479	100	1.14374038052931	119	-3.75835637162129
480	1	1.05463108759286	51	-7.23017014392258
484	10	1.20717346993044	160	-0.534560238640234
485	1000	1.12812592896087	102	-4.69550492982326
486	10	1.02609340911628	26	-7.81736311598815
488	1	1.16964917143597	134	-2.90162061629059
489	10	1.10944456753611	84	-5.60532264795926
490	10	1.07520208317815	59	-6.76085236499642
491	1000	1.01628548246903	16	-7.92626369247947
492	1	1.02990422022487	27	-7.77680450836182
493	100	1.07730841880893	58	-6.76503516211671
495	100	1.0635020722457	48	-7.15522012726184
496	1000	1.10639427386577	78	-5.91519846526221
498	1	1.11298567852555	83	-5.73560002552007
503	10	1.00525737567462	3	-7.98833050563644
506	10	1.2173625246282	156	-0.522430905569356
509	10	1.17881675439366	130	-3.16650177385768
510	1	1.09569702606805	66	-6.55397433909263
513	1	1.12784787554409	98	-5.59503130340583
516	100	1.04678890013138	29	-7.64633242417678
517	1000	1.03297777907268	21	-7.82124239983308
518	1	1.03764100923678	23	-7.77223217522806
522	100	1.06357361511314	40	-7.4063333111858
526	1000	1.1183439899519	95	-5.86950699931483
529	1	1.01811761111516	10	-7.94998223903018
531	1	1.02650957681807	15	-7.89771867472714
533	100	1.09743488580804	85	-6.4329621708387
534	1	1.04798148385631	32	-7.67582280503315
535	1000	1.0783170228262	72	-7.0188266501326
537	1000	1.07327610420472	70	-7.10176555911879
538	1000	1.06142192757461	57	-7.39276848761245
539	1000	1.03974459628296	30	-7.75204302154311
540	1000	1.04210857599598	34	-7.71987891209783
542	10	1.05636316547446	60	-7.39447334002874
543	1000	1.08167714211935	80	-6.4236755315156
545	100	1.02063782317821	15	-7.9247300805715
547	10	1.02413363817805	22	-7.88588229475786
548	1000	1.14282726619841	119	-2.80973044770088
550	1000	1.01882180857497	19	-7.91787191940142
558	10	1.04071893057445	55	-7.36394853249362
559	100	1.0647033388208	68	-6.4392430629325
560	10	1.06998862184622	71	-6.19772319641485
563	1	1.01743766638875	30	-7.87353293442766
564	10	1.0372092655065	50	-7.41790081584989
565	100	1.12496196428877	101	-3.91428833961433
570	100	1.05784927732887	56	-6.75911601811446
571	1000	1.21423309283586	133	-0.166627790966422
572	1	1.01644312302726	29	-7.86007326720948
574	10	1.00144947633723	2	-7.9910888328757
575	100	1.18257256575538	113	-2.24787302909784
576	1000	1.0037072774156	6	-7.98811577314939
577	1	1.0174811783547	27	-7.84592621329128
582	1	1.11496185724178	76	-5.46286861655409
586	100	1.15039341037698	87	-4.70274696718643
588	1000	1.02721425035994	24	-7.77157587431859
590	10	1.07878475131484	43	-6.89676009904483
592	100	1.00550137574752	6	-7.98386843814768
593	100	1.17095440210361	86	-4.72575724604852
594	100	1.03758231898417	22	-7.72041795165254
595	1000	1.18064109713535	87	-4.53162089442841
596	100	1.0390803106877	21	-7.73575381823712
597	10	1.10369401083727	49	-6.77344708894451
601	1	1.15817397241204	74	-5.74549005525618
602	10	1.07230025104294	27	-7.47976229076644
604	10	1.08930499846143	35	-7.31072036435885
605	10	1.07437828975956	26	-7.5309501560115
610	1000	1.05191362578073	16	-7.80047826595371
611	100	1.00639428700136	1	-7.99189526753924
612	1000	1.04700288925034	15	-7.83777455818406
614	100	1.07481777628856	40	-7.55944877490969
616	1	1.13452004900872	68	-5.46561385994674
623	10	1.05944282368478	46	-7.25158687799024
625	100	1.04308726267561	40	-7.55053032816708
626	1	1.03273322524355	35	-7.74146156651987
628	1000	1.02292544699834	29	-7.86435106599455
629	1000	1.26010088933396	179	-0.0206330041422817
630	10	1.06740517475396	47	-6.68651347989127
634	10	1.02875267307774	31	-7.64615367263385
635	1000	1.06805491827531	42	-6.76643317305772
637	1000	1.01645274737107	23	-7.85530573838551
638	1000	1.06139217419001	37	-7.01671897536583
639	1	1.01500025792133	21	-7.87897214490504
640	1	1.10552130994879	48	-6.13292500658807
642	100	1.14901275909514	69	-5.31348368075026
644	1	1.03528576669489	23	-7.66533102884793
645	100	1.16692430770237	78	-5.28239029309849
647	100	1.08089675083478	30	-7.10670811301253
648	10	1.11046307766092	37	-6.71458863144846
649	10	1.18072006012357	85	-5.51446762471738
651	10	1.05133998875925	18	-7.67029931976488
652	1	1.1594737241991	56	-6.28069210854854
653	100	1.05326999294031	16	-7.71073270464177
657	1	1.0119859180627	3	-7.98396930612762
659	1000	1.01214417186295	2	-7.98642185091304
663	100	1.02676733726995	4	-7.97057197990917
664	1	1.13380145804194	73	-7.21562875054387
666	1000	1.08729453910789	24	-7.67520836052169
667	1	1.11118558266943	82	-7.27420630051691
668	1000	1.01921610771865	2	-7.98305031355069
670	1000	1.07068737068841	63	-7.65904019344097
675	1	1.14546038783352	170	-0.570324320977293
677	1	1.0973839856296	139	-3.61091076578134
680	1	1.10558352528208	149	-2.50279224825595
681	1000	1.04375881664866	93	-6.45886209914726
682	10	1.07818684304192	129	-4.24304761348622
683	10	1.0241114896473	73	-7.32763142072519
684	100	1.02402676810405	73	-7.3056124366138
685	100	1.03379218727179	84	-6.78007964366544
687	10	1.05756964795087	109	-5.49082743471091
688	1000	1.00531312493453	38	-7.94049632263452
690	1	1.0216459510793	66	-7.35656409764373
692	10	1.02710788978303	71	-7.12756069351332
693	100	1.04204645321347	85	-6.46080086350137
696	100	1.02646702878594	65	-7.22311109542218
703	10	1.01707632063163	47	-7.65973745855763
705	1	1.04758040247077	75	-6.64109769289058
706	100	1.00108369493225	6	-7.99147466817265
708	1000	1.09248571419623	108	-4.8202288845409
712	1	1.02747534855341	46	-7.52065088697331
717	1	1.16406425077683	140	-1.34533168166292
718	10	1.03101496444998	41	-7.55394007562042
719	1000	1.11192525955167	105	-4.72105757668845
720	100	1.14333931280798	125	-3.00077559142064
722	1000	1.13427035478992	116	-3.72914098949038
724	1	1.05836133307797	58	-7.03214518189408
727	1000	1.16087130672847	126	-2.55891039289923
728	100	1.10635415372617	91	-5.59618021332214
729	1	1.11840168703943	97	-5.04823643090723
732	1	1.03783424673195	32	-7.66339121582578
733	1000	1.08052616159294	70	-6.72137996336647
735	1	1.05360703430845	44	-7.43297116268946
737	1000	1.11977604473461	92	-5.22315107475234
738	100	1.13311619486417	100	-4.58249315497664
740	1	1.03776571971472	28	-7.73701870132239
744	10	1.01971886560172	13	-7.93104919062955
748	1	1.1237768632468	93	-4.89957548022985
749	1	1.01896263728109	13	-7.93770371130154
751	1000	1.0529739879914	48	-7.4557232664467
752	1	1.05052544145528	46	-7.50151420475212
754	10	1.04093363439439	39	-7.65443830586392
755	1	1.18033169141676	117	-2.04512384935798
758	10	1.13723740741479	99	-4.14790495439917
759	100	1.03175748441185	32	-7.77212107470693
761	100	1.00230162467437	1	-7.99208929669642
762	1000	1.20698120156303	125	-0.768875330581874
763	1	1.10285959871035	79	-5.56525136239838
764	10	1.09728556291436	74	-5.79554585851555
768	100	1.14374077079172	95	-4.12541100332733
770	1000	1.05944839407739	48	-7.05786026778408
771	1000	1.1994771967806	114	-1.72936890187465
776	1	1.20957046419926	113	-1.57423520649014
777	100	1.09907878629222	66	-6.16150731215527
778	1000	1.00179569633436	1	-7.9918478271015
780	1000	1.01945829422283	18	-7.89222126777783
781	10	1.11997683579804	73	-5.79371259879085
785	1000	1.14012737134275	77	-5.41869103398745
787	1	1.07217908526894	39	-7.19915189996955
788	1	1.17579198026975	86	-4.20770224874916
789	10	1.05943811539395	31	-7.46803552492259
794	1	1.04537398490824	21	-7.73785613000235
799	1000	1.11915947716972	60	-6.52428955819223
802	1	1.1299583366397	63	-6.05361927878901
803	100	1.00704459923279	2	-7.9899926962067
806	100	1.19075740956062	89	-3.45903133635872
810	100	1.05204224140843	32	-7.69894760373485
811	100	1.1380034552106	67	-5.15332135910884
812	1	1.04516881490237	31	-7.74496087487586
814	1000	1.13954298399568	68	-4.95643275127668
816	100	1.09539353126256	52	-6.30756484125477
817	100	1.10793255334318	55	-5.9204501719245
820	1000	1.27800947538015	123	-0.216778182372304
821	1000	1.0520331697206	36	-7.35627416773076
823	10	1.11030578976307	53	-5.87672350050738
824	1	1.08565075067791	44	-6.55059858667711
826	10	1.00869854373765	9	-7.97443123156096
827	1	1.07895710498431	39	-6.7908942595148
828	1000	1.24912875538711	104	-2.31856056313337
833	10	1.2087660485021	84	-4.26600546219988
836	10	1.03229989310888	17	-7.79470998687095
838	1000	1.2843981651502	105	-2.11410017706875
844	100	1.02515910076835	7	-7.94070432890361
845	1	1.17174312409467	56	-6.4943812538993
850	1	1.13853221788189	40	-7.1829234357381
854	10	1.02327364625339	3	-7.97762399723161
856	1	1.08845015256592	30	-7.64680162349174
859	1	1.10274680637992	55	-6.87405206043181
863	1000	1.09456379348551	59	-6.18703952267072
865	100	1.09630879134828	61	-5.8489485857978
866	100	1.13560608246445	80	-4.34374922484689
868	1	1.04671883572692	44	-7.22504217912689
870	1	1.06410000775738	49	-6.65099743821316
871	100	1.25194542744775	130	-0.0280009628696163
874	100	1.04655364853394	40	-7.15835495936749
875	1	1.04237649941469	38	-7.25799306787829
880	100	1.08404449752188	44	-6.46955129610622
882	10	1.13958279718821	66	-5.28867622728881
884	100	1.12732924545357	55	-5.80816332291253
887	100	1.03855722520112	22	-7.64925946667116
888	10	1.07201033526546	29	-7.19907904901204
889	1000	1.0171486398393	13	-7.91070644870536
896	10	1.02914618397068	10	-7.90853187739993
897	100	1.07138228168612	17	-7.62607540539988
898	10	1.02752241142403	8	-7.93358426895785
899	1000	1.02505118517066	6	-7.95007893530012
900	1	1.06956622905643	14	-7.72371834647695
905	10	1.04303060176111	7	-7.92487605228871
906	10	1.05557621295756	9	-7.87910521562951
907	1	1.02333957174483	3	-7.97802183032541
908	10	1.15006700279471	89	-6.10365968066951
910	1	1.20295893276979	91	-2.05178505253349
911	10	1.17188677651854	90	-3.3746128850141
912	100	1.02851121824248	6	-7.96053339615488
916	1000	1.18061476520643	85	-0.560177691749746
917	1	1.04750223597464	60	-7.45834399055393
918	10	1.00841470778067	3	-7.98773129930436
919	1	1.11317088644166	82	-3.88605695351799
921	1000	1.06587742426105	80	-6.06881273175329
922	1	1.07490646552758	79	-5.55967364337352
924	10	1.07057959673067	77	-5.67794174326892
925	100	1.06225841003879	76	-6.04467436063562
926	100	1.03941899952313	64	-6.98856423095541
929	100	1.01749175078423	44	-7.70624390410839
930	10	1.00188298847874	5	-7.99045392014393
932	100	1.00142839120919	6	-7.99024037006101
933	10	1.12304523891514	68	-3.45293155064917
935	1000	1.06189994037806	66	-6.30006059126708
946	100	1.01503180909158	24	-7.86748480194164
948	10	1.07983865502964	53	-6.40443751626764
952	100	1.05938047414116	46	-7.14056111350582
953	1	1.00585476064729	8	-7.98015809156373
955	10	1.17477033259474	46	-3.40917443591263
958	100	1.19953209539595	43	-2.84105239513213
959	10	1.05052740727708	33	-7.51738208431205
960	1	1.24078053056115	41	-1.6695504553624
967	1	1.01992156592089	11	-7.93790365165776
968	10	1.04748846062392	26	-7.69004390077772
970	1	1.10483813770492	31	-6.56039713233036
974	1	1.13216614646686	27	-5.91686610077967
980	1000	1.02901812259135	16	-7.89104866302911
983	10	1.01855851379172	10	-7.95112755996433
985	100	1.14303982885817	16	-6.26203955914326
986	10	1.09916460271159	15	-6.93507710859131
988	1000	1.0155819379471	9	-7.95871084956085
990	1000	1.07056608167302	11	-7.42988408626677
993	10	1.01529956257718	8	-7.95964021501404
994	1000	1.25203788634075	7	-6.50132244329
995	1	1.10761678184707	6	-7.43896453040813
